vin,stockNumber,condition,certified,availability,year,make,model,trim,exteriorColor,interiorColor,bodyStyle,drivetrain,transmission,engine,mileage,msrp,price,location,firstSeen,lastSeen,daysObserved,source,sourceUrl,imageUrl
KMUHBESB4TU335748,GM260544,new,false,in-stock,2026,Genesis,GV80,2.5T Advanced,Capri Blue,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,2.5L DOHC,,70935,68904,,2026-09-05T00:09:53.304Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV80-6048a313ac18160793fbd8909a39628e.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/67935a314771a9dec0435937dab04651.jpg?impolicy=resize&w=1024
KMUHEESC3TU350547,GM260744,new,false,in-stock,2026,Genesis,GV80,3.5T Prestige,Savile Silver,Vanilla Beige/Smoky Green,SUV/7 seats,AWD,8 speed automatic,3.5L DOHC,,84475,81902,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV80-0bd420e2ac1822957fb0b48b482958d1.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/bd5d611f8232852ef1b5cdadad7553f4.jpg?impolicy=resize&w=1024
KMUHBESB5TU352168,GM260762,new,false,in-stock,2026,Genesis,GV80,2.5T Advanced,Capri Blue,Earth Brown/Smoky Green,SUV/7 seats,AWD,8 speed automatic,2.5L DOHC,,72035,69894,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV80-2aba8945ac183413e292efad874eb4c3.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/67935a314771a9dec0435937dab04651.jpg?impolicy=resize&w=1024
KMUHGESB4VU356703,GM270010,new,false,in-stock,2027,Genesis,GV80,2.5T Select,Vik Black,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,67800,68599,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b3894ac18083a2914417f2066674c.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0674/a84aa1b216af5ba164632d6a6ed6f542x.jpg?impolicy=resize&w=1024
KMUHGESB5VU356466,GM270016,new,false,in-stock,2027,Genesis,GV80,2.5T Select,Ceres Blue,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,67800,68599,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b2d72ac18221a7f70d51e4849b80b.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1385/18388022d93ccf3dd587241f37d6abe1x.jpg?impolicy=resize&w=1024
KMUHCESB2VU357506,GM270022,new,false,in-stock,2027,Genesis,GV80,2.5T Prestige AWD,Alta White,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,I4,,76540,77339,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b321bac18221a7f70d51eb7e67fb8.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/9e58e0805788889ad6c6e2ab14dfbe80.jpg?impolicy=resize&w=1024
KMUHDESC1VU356384,GM270023,new,false,in-stock,2027,Genesis,GV80,3.5T Advanced AWD,Savile Silver,Vanilla Beige/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,79570,80369,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c31e6ac185a7cf19ec641e6159b57.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1297/85b3307bf6611e8d543e48e58a29e613x.jpg?impolicy=resize&w=1024
KMUHDESC3VU358010,GM270024,new,false,in-stock,2027,Genesis,GV80,3.5T Advanced AWD,Vik Black,Vanilla Beige/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,79270,80069,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c390dac1809a22d7424238fc33e19.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0231/a9cde1d125b5427daeec8d932a7ffd70x.jpg?impolicy=resize&w=1024
KMUHDESC4VU357304,GM270025,new,false,in-stock,2027,Genesis,GV80,3.5T Advanced AWD,Vik Black,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,V6,,79480,80279,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c3fcbac18250f2affab1b9278e4e6.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1453/5cc254777044d3dabc6cdb01faa2f241x.jpg?impolicy=resize&w=1024
KMUHEESC4VU358465,GM270026,new,false,in-stock,2027,Genesis,GV80,3.5T Prestige AWD,Alta White,Vanilla Beige/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,85455,86254,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c35d4ac184067335a66be1be80f11.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/d798ac9c4abee6ceb9900fd417a3b797.jpg?impolicy=resize&w=1024
KMUHFESB6VU358519,GM270027,new,false,in-stock,2027,Genesis,GV80,2.5T Select,Makalu Gray,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,64120,64919,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b1cefac181c46cdfd0dfe6bf2d748.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0017/fcd1bb09c094ac88bc33925ed5edfb07x.jpg?impolicy=resize&w=1024
KMUHBESB1VU359251,GM270029,new,false,in-stock,2027,Genesis,GV80,2.5T Select,Uyuni White,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,71850,72649,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b3691ac183586ac64e56a062462ef.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/1d2976c35b35e8a9b1869368104b326c.jpg?impolicy=resize&w=1024
KMUHBESB4VU359051,GM270031,new,false,in-stock,2027,Genesis,GV80,2.5T Select,Savile Silver,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,71760,72559,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b3457ac18565efbfe56c4f6b7b155.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1256/ebe3333466da35016ba77824e40a70b0x.jpg?impolicy=resize&w=1024
KMUHDESC0VU359213,GM270032,new,false,in-stock,2027,Genesis,GV80,3.5T Advanced AWD,Makalu Gray,Earth Brown/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,79515,80314,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c3805ac184b2fa8c895f9c47a2ba4.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1391/90b735a4f64418ba5d8a0b250ec6f70cx.jpg?impolicy=resize&w=1024
KMUHDESC1VU358510,GM270034,new,false,in-stock,2027,Genesis,GV80,3.5T Advanced AWD,Makalu Gray,Vanilla Beige/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,79180,79979,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c3a1fac18065879bcb5ebdedd99e3.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1391/90b735a4f64418ba5d8a0b250ec6f70cx.jpg?impolicy=resize&w=1024
KMUHEESC9VU358932,GM270036,new,false,in-stock,2027,Genesis,GV80,3.5T Prestige AWD,Ceres Blue Matte,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,V6,,87090,87889,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c3da3ac1833deba8e7e1bc9ac1ca1.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0588/a33088758a25d5b0a7c215387263c444x.jpg?impolicy=resize&w=1024
KMUHGESB6VU359506,GM270037,new,false,in-stock,2027,Genesis,GV80,2.5T Select,Uyuni White,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,67655,68454,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b1fa8ac1804b19b597a9585e988da.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1702/57b8c5dc3355386f237f719b5e7df2f3x.jpg?impolicy=resize&w=1024
KMUHBESBXVU360320,GM270043,new,false,in-stock,2027,Genesis,GV80,2.5T Select,Savile Silver,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,71745,72544,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b223eac1840e460b67eb29e76d83a.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0258/9e75a58dea13a893844abcdaeabb4472x.jpg?impolicy=resize&w=1024
KMUHCESC0VU360980,GM270044,new,false,in-stock,2027,Genesis,GV80,3.5T Prestige Black AWD,Vik Black,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,V6,,87340,88139,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c3399ac1834a791521c6bc1c5b8b9.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/1f906be34146a83a61d3ca2faac04239.jpg?impolicy=resize&w=1024
KMUHDESC2VU359231,GM270045,new,false,in-stock,2027,Genesis,GV80,3.5T Advanced AWD,Uyuni White,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,V6,,79480,80279,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c3b44ac1840e211115ca905c8f125.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0176/57e84d59fb782b46cee5611cac985203x.jpg?impolicy=resize&w=1024
KMUHDESCXVU361373,GM270046,new,false,in-stock,2027,Genesis,GV80,3.5T Advanced AWD,Uyuni White,Earth Brown/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,79280,80079,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c30c9ac183b7cfe9e7d6923abbcdf.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1649/53681d0a33f896c70142e2bce9ea4a9ex.jpg?impolicy=resize&w=1024
KMUHEESCXVU357739,GM270047,new,false,in-stock,2027,Genesis,GV80,3.5T Prestige AWD,Savile Silver,Vanilla Beige/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,86240,87039,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c3ebaac1840e211115ca957d927ce.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/1c4e77de45670609b8c8564da9065588.jpg?impolicy=resize&w=1024
KMUHFESB8VU360451,GM270049,new,false,in-stock,2027,Genesis,GV80,2.5T Select,Makalu Gray,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,64270,65069,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b1bf6ac18083a2914417ff7f75802.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1191/cd64c96c3dd448453b6014c50365401ex.jpg?impolicy=resize&w=1024
KMUHFESB8VU360661,GM270050,new,false,in-transit,2027,Genesis,GV80,2.5T Select,Makalu Gray,Vanilla Beige/Smoky Green,SUV/7 seats,AWD,8 speed automatic,I4,,64260,65059,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b26b2ac18565efbfe56c42d6cd701.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/82426f3367c9126a39c05b0f34f990ce.jpg?impolicy=resize&w=1024
KMUHGESB9VU360052,GM270051,new,false,in-stock,2027,Genesis,GV80,2.5T Select,Bering Blue,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,67655,68454,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b358fac18565efbfe56c404149455.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1001/cf647806c6db008785e62a072917d2d2x.jpg?impolicy=resize&w=1024
KMUHCESB6VU361736,GM270062,new,false,in-stock,2027,Genesis,GV80,2.5T Prestige,Ceres Blue,Vanilla Beige/Smoky Green,,AWD,8-Speed Automatic with Overdrive,I4,,77180,77979,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b27b4ac1840e460b67eb2f5b5f1e1.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/fac96126f111c47d100715e3e8427a63.jpg?impolicy=resize&w=1024
KMUHCESB7VU361843,GM270063,new,false,in-stock,2027,Genesis,GV80,2.5T Prestige,Alta White,Earth Brown/Smoky Green,,AWD,8-Speed Automatic with Overdrive,I4,,76520,77319,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-844b2599ac1840e460b67eb29a3a0a69.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/9e58e0805788889ad6c6e2ab14dfbe80.jpg?impolicy=resize&w=1024
KMUHDESC5VU361765,GM270064,new,false,in-transit,2027,Genesis,GV80,3.5T Advanced,Makalu Gray,Vanilla Beige/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,79095,79894,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-e5484456ac18490df7541314cca56105.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/ae39cb33545af3bec20458eac6d9b501.jpg?impolicy=resize&w=1024
KMUHEESC3VU362295,GM270065,new,false,in-stock,2027,Genesis,GV80,3.5T Prestige,Ceres Blue Matte,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,V6,,87100,87899,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-a77c36f0ac180c97dc3ffb0cbb1c15cc.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0588/a33088758a25d5b0a7c215387263c444x.jpg?impolicy=resize&w=1024
KMUHFESBXVU362332,GM270077,new,false,in-stock,2027,Genesis,GV80,2.5T AWD,Makalu Gray,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,63395,64194,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-ff090a59ac184a64f5d1c0feecfcf8b2.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/82426f3367c9126a39c05b0f34f990ce.jpg?impolicy=resize&w=1024
KMUHFESBXVU360872,GM270097,new,false,in-stock,2027,Genesis,GV80,2.5T,Makalu Gray,Vanilla Beige/Smoky Green,SUV/7 seats,AWD,8 speed automatic,I4,,63395,64194,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-ff0902aaac1846fa1e332511405472de.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/82426f3367c9126a39c05b0f34f990ce.jpg?impolicy=resize&w=1024
KMUHDESC6VU363444,GM270105,new,false,in-transit,2027,Genesis,GV80,3.5T Advanced,Ceres Blue,Earth Brown/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,78445,79244,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-ff09102fac180706beba7998ca82fb0c.htm,https://images.dealer.com/unavailable_stockphoto.png?impolicy=resize&w=1024
KMUHEESC5VU363397,GM270106,new,false,in-transit,2027,Genesis,GV80,3.5T Prestige,Makalu Gray,Earth Brown/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,86250,87049,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-b1c952a3ac183b7cfe9e7d697615fb99.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/58daf017e5e183ca72a2d2c072a9a3ee.jpg?impolicy=resize&w=1024
KMUHEESC7VU363207,GM270120,new,false,in-transit,2027,Genesis,GV80,3.5T Prestige,Ceres Blue,Glacier White/Blue,,AWD,8-Speed Automatic with Overdrive,V6,,86320,87119,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-b1c94be5ac1809a22d742423e2336a54.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/c91e752045d856571ac8f3fe1394efb9.jpg?impolicy=resize&w=1024
KMUHEESCXVU363024,GM270121,new,false,in-transit,2027,Genesis,GV80,3.5T Prestige,Savile Silver,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,V6,,86530,87329,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-e548421dac182cb6d83888ab7a5f858b.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/1c4e77de45670609b8c8564da9065588.jpg?impolicy=resize&w=1024
KMUHCESB0VU361926,GM270123,new,false,in-transit,2027,Genesis,GV80,2.5T Prestige,Ceres Blue,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,I4,,77210,78009,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-b1c94ac6ac18131151cd1f59902e9579.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/fac96126f111c47d100715e3e8427a63.jpg?impolicy=resize&w=1024
KMUHCESB5VU362974,GM270124,new,false,in-transit,2027,Genesis,GV80,2.5T Prestige,Vik Black,Earth Brown/Smoky Green,,AWD,8-Speed Automatic with Overdrive,I4,,77090,77889,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-92e32cb2ac1824b1018118ba9cdaeaf0.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/70267d4412c6088705b98e87f4b8a933.jpg?impolicy=resize&w=1024
KMUHCESBXVU361979,GM270125,new,false,in-transit,2027,Genesis,GV80,2.5T Prestige,Makalu Gray,Earth Brown/Smoky Green,,AWD,8-Speed Automatic with Overdrive,I4,,77225,78024,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-b1c9508dac185a7cf19ec641999ea8f7.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/cc9dfee96cb48c53d2cc38a66197c1d0.jpg?impolicy=resize&w=1024
KMUHCESC3VU360665,GM270126,new,false,in-transit,2027,Genesis,GV80,3.5T Prestige Black,Uyuni White,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,V6,,87260,88059,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-b1c94d05ac184b2fa8c895f9f4a2fc67.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/5dc558338ecc08bbeee94a15795c6eda.jpg?impolicy=resize&w=1024
KMUHCESC9VU363912,GM270136,new,false,in-transit,2027,Genesis,GV80,3.5T Prestige Black,Vik Black,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,V6,,87375,88174,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-c13bd171ac1829477e81ca7093e42639.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/1f906be34146a83a61d3ca2faac04239.jpg?impolicy=resize&w=1024
KMUJBESCXVU363955,363955,new,false,in-transit,2027,Genesis,GV80 Coupe,3.5T E-SC Mhev Prestige,Ceres Blue Matte,Ultramarine Blue,,AWD,8-Speed Automatic with Overdrive,Electric Motor,,92345,93144,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-Coupe-d5d55cdfac184d711ce89ad0a205ed08.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/46681d061a00f87113f3cb947bdd6191.jpg?impolicy=resize&w=1024
KMUJBESC8VU364425,364425,new,false,in-transit,2027,Genesis,GV80 Coupe,3.5T e-SC Prestige AWD,Vik Black,Sevilla Red/Obsidian Blk,,AWD,8-Speed Automatic with Overdrive,Electric Motor,,91505,92304,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-Coupe-3287c86dac1829bdebbeb559dedbec86.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/afb415142ecd4c91a117efa5301a8160.jpg?impolicy=resize&w=1024
KMUJBESCXTU307513,GM260243,new,false,in-stock,2026,Genesis,GV80 Coupe,3.5T e-SC,Uyuni White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,3.5L V6,,90160,87316,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV80-Coupe-705ff11dac181c7ea8bbb837c84b2e68.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/fe3a4522614b529c8ae5fabf738e1f82.jpg?impolicy=resize&w=1024
KMUJBESC6TU316922,GM260336,new,false,in-stock,2026,Genesis,GV80 Coupe,3.5T e-SC,Uyuni White,Ultramarine Blue w/Orange,SUV/5 seats,AWD,8 speed automatic,3.5L V6,,90165,87314,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV80-Coupe-7c7d1e90ac1842321f1961a9568a3daa.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/fe3a4522614b529c8ae5fabf738e1f82.jpg?impolicy=resize&w=1024
KMUJBESC8TU314623,GM260352,new,false,in-stock,2026,Genesis,GV80 Coupe,3.5T e-SC,Makalu Gray,Sevilla Red/Obsidian Blk,SUV/5 seats,AWD,8 speed automatic,3.5L V6,,90220,87365,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV80-Coupe-7c7d138aac180390169ccca11caa304c.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/573d1dfb575c1a94c46cf8877ef46745.jpg?impolicy=resize&w=1024
KMUJDESC6VU363817,GM270137,new,false,in-transit,2027,Genesis,GV80 Coupe,3.5T E-SC Mhev Black,Uyuni White,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,Electric Motor,,93135,93934,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-Coupe-c13bce7cac1809a92caa6c072de09043.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/31a6866208ecbc16d1f7d7ba5901814c.jpg?impolicy=resize&w=1024
KMTG34SC5TU162547,GM260101L,certified,true,in-stock,2026,GenesisG70,2.5T,Prestige AWD,Gray,Black,Sedan/5 seats,All-Wheel Drive,8-Speed Automatic,I-4 cyl,,,47999,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,certified,https://www.genesisofmanchester.com/certified/Genesis/2026-Genesis-G70-5de00787ac18005db88bfdc4b577a5ee.htm,https://images.dealer.com/ddc/vehicles/2026/Genesis/G70/Sedan/trim_25T_Prestige_089c55/color/Vatna%20Gray-GRY-210%2C212%2C213-640-en_US.jpg?impolicy=resize&w=1024
5NMMBDTB9TH052568,GM260311L,certified,true,in-stock,2026,GenesisGV70,2.5T,Advanced AWD,Mauna Red,Black,SUV/5 seats,All-Wheel Drive,8-Speed Automatic with SHIFTRONIC,I-4 cyl,3473,,54999,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,certified,https://www.genesisofmanchester.com/certified/Genesis/2026-Genesis-GV70-77564fb7ac1842321f1961a97cfec636.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0914/f45b5e2251451d65d23de5a5cb566fb6x.jpg?impolicy=resize&w=1024
5NMMFDTB6TH052953,GM260358L,certified,true,in-stock,2026,GenesisGV70,2.5T,Sport Prestige AWD,Mauna Red,Black,SUV/5 seats,All-Wheel Drive,8-Speed Automatic with SHIFTRONIC,I-4 cyl,2945,,57499,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,certified,https://www.genesisofmanchester.com/certified/Genesis/2026-Genesis-GV70-ac1f83b7ac180c4ef1f8d829135232ba.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0292/ecdcea0c1d47966fa19215d0b02649e7x.jpg?impolicy=resize&w=1024
5NMMFDTB3TH058242,GM260458L,certified,true,in-stock,2026,GenesisGV70,2.5T,Sport Prestige AWD,Capri Blue,Black,SUV/5 seats,All-Wheel Drive,8-Speed Automatic with SHIFTRONIC,I-4 cyl,3995,,59499,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,certified,https://www.genesisofmanchester.com/certified/Genesis/2026-Genesis-GV70-0de272f7ac184e44d02e9e831e516943.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1744/62c9d2bc07ba604df367e32f1593a5d6x.jpg?impolicy=resize&w=1024
